name;category;date;y;z;color
0-9 ans;hospitalisations;22-03-2020;51;37;"#f1c40f"
0-9 ans;hospitalisations;29-03-2020;88;67;"#f1c40f"
0-9 ans;hospitalisations;05-04-2020;93;84;"#f1c40f"
0-9 ans;hospitalisations;12-04-2020;92;82;"#f1c40f"
0-9 ans;hospitalisations;19-04-2020;97;95;"#f1c40f"
0-9 ans;hospitalisations;26-04-2020;95;87;"#F0B813"
0-9 ans;hospitalisations;03-05-2020;89;76;"#F0B813"
0-9 ans;hospitalisations;10-05-2020;86;64;"#F0B813"
0-9 ans;hospitalisations;17-05-2020;81;52;"#F0B813"
0-9 ans;hospitalisations;24-05-2020;64;45;"#F0B813"
0-9 ans;hospitalisations;31-05-2020;52;38;"#F0B813"
0-9 ans;hospitalisations;07-06-2020;48;36;"#F0B813"
0-9 ans;hospitalisations;14-06-2020;37;31;"#F0B813"
0-9 ans;hospitalisations;21-06-2020;21;27;"#EEA918"
0-9 ans;hospitalisations;28-06-2020;14;26;"#EEA918"
0-9 ans;hospitalisations;05-07-2020;5;18;"#EEA918"
0-9 ans;hospitalisations;12-07-2020;21;27;"#EEA918"
0-9 ans;hospitalisations;19-07-2020;11;24;"#EEA918"
0-9 ans;hospitalisations;26-07-2020;26;28;"#EEA918"
0-9 ans;hospitalisations;02-08-2020;14;26;"#EEA918"
0-9 ans;hospitalisations;09-08-2020;21;27;"#ED9D1D"
0-9 ans;hospitalisations;16-08-2020;10;23;"#ED9D1D"
0-9 ans;hospitalisations;23-08-2020;12;25;"#ED9D1D"
0-9 ans;hospitalisations;30-08-2020;29;29;"#ED9D1D"
0-9 ans;hospitalisations;06-09-2020;45;34;"#ED9D1D"
0-9 ans;hospitalisations;13-09-2020;29;29;"#ED9D1D"
0-9 ans;hospitalisations;20-09-2020;45;34;"#ED9D1D"
0-9 ans;hospitalisations;27-09-2020;41;33;"#ED9D1D"
0-9 ans;hospitalisations;04-10-2020;14;26;"#EC9221"
0-9 ans;hospitalisations;11-10-2020;14;26;"#EC9221"
0-9 ans;hospitalisations;18-10-2020;79;50;"#EC9221"
0-9 ans;hospitalisations;25-10-2020;90;78;"#EC9221"
0-9 ans;hospitalisations;01-11-2020;99;110;"#EC9221"
0-9 ans;hospitalisations;08-11-2020;100;111;"#EC9221"
0-9 ans;hospitalisations;15-11-2020;95;87;"#EC9221"
0-9 ans;hospitalisations;22-11-2020;85;60;"#EB8626"
0-9 ans;hospitalisations;29-11-2020;82;54;"#EB8626"
0-9 ans;hospitalisations;06-12-2020;64;45;"#EB8626"
0-9 ans;hospitalisations;13-12-2020;37;31;"#EB8626"
0-9 ans;hospitalisations;20-12-2020;52;38;"#EB8626"
0-9 ans;hospitalisations;27-12-2020;41;33;"#EB8626"
0-9 ans;hospitalisations;03-01-2021;41;33;"#EB8626"
0-9 ans;hospitalisations;10-01-2021;29;29;"#EB8626"
0-9 ans;hospitalisations;17-01-2021;26;28;"#EA7A2A"
0-9 ans;hospitalisations;24-01-2021;21;27;"#EA7A2A"
0-9 ans;hospitalisations;31-01-2021;48;36;"#EA7A2A"
0-9 ans;hospitalisations;07-02-2021;60;43;"#EA7A2A"
0-9 ans;hospitalisations;14-02-2021;60;43;"#EA7A2A"
0-9 ans;hospitalisations;21-02-2021;33;30;"#EA7A2A"
0-9 ans;hospitalisations;28-02-2021;52;38;"#EA7A2A"
0-9 ans;hospitalisations;07-03-2021;40;32;"#EA7A2A"
0-9 ans;hospitalisations;14-03-2021;33;30;"#E96F2E"
0-9 ans;hospitalisations;21-03-2021;67;46;"#E96F2E"
0-9 ans;hospitalisations;28-03-2021;67;46;"#E96F2E"
0-9 ans;hospitalisations;04-04-2021;67;46;"#E96F2E"
0-9 ans;hospitalisations;11-04-2021;75;48;"#E96F2E"
0-9 ans;hospitalisations;18-04-2021;78;49;"#E96F2E"
