name;category;date;y;z;color
0-9 ans;soins intensifs & réanimations;22-03-2020;14;3;"#f1c40f"
0-9 ans;soins intensifs & réanimations;29-03-2020;70;8;"#f1c40f"
0-9 ans;soins intensifs & réanimations;05-04-2020;100;25;"#f1c40f"
0-9 ans;soins intensifs & réanimations;12-04-2020;94;18;"#f1c40f"
0-9 ans;soins intensifs & réanimations;19-04-2020;99;24;"#f1c40f"
0-9 ans;soins intensifs & réanimations;26-04-2020;96;20;"#F0B813"
0-9 ans;soins intensifs & réanimations;03-05-2020;97;22;"#F0B813"
0-9 ans;soins intensifs & réanimations;10-05-2020;87;12;"#F0B813"
0-9 ans;soins intensifs & réanimations;17-05-2020;70;8;"#F0B813"
0-9 ans;soins intensifs & réanimations;24-05-2020;77;9;"#F0B813"
0-9 ans;soins intensifs & réanimations;31-05-2020;62;7;"#F0B813"
0-9 ans;soins intensifs & réanimations;07-06-2020;70;8;"#F0B813"
0-9 ans;soins intensifs & réanimations;14-06-2020;38;5;"#EEA918"
0-9 ans;soins intensifs & réanimations;21-06-2020;0;1;"#EEA918"
0-9 ans;soins intensifs & réanimations;28-06-2020;0;1;"#EEA918"
0-9 ans;soins intensifs & réanimations;05-07-2020;3;2;"#EEA918"
0-9 ans;soins intensifs & réanimations;12-07-2020;23;4;"#EEA918"
0-9 ans;soins intensifs & réanimations;19-07-2020;23;4;"#EEA918"
0-9 ans;soins intensifs & réanimations;26-07-2020;14;3;"#EEA918"
0-9 ans;soins intensifs & réanimations;02-08-2020;14;3;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;09-08-2020;52;6;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;16-08-2020;38;5;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;23-08-2020;23;4;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;30-08-2020;52;6;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;06-09-2020;52;6;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;13-09-2020;23;4;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;20-09-2020;52;6;"#EC9221"
0-9 ans;soins intensifs & réanimations;27-09-2020;70;8;"#EC9221"
0-9 ans;soins intensifs & réanimations;04-10-2020;38;5;"#EC9221"
0-9 ans;soins intensifs & réanimations;11-10-2020;23;4;"#EC9221"
0-9 ans;soins intensifs & réanimations;18-10-2020;83;10;"#EC9221"
0-9 ans;soins intensifs & réanimations;25-10-2020;90;15;"#EC9221"
0-9 ans;soins intensifs & réanimations;01-11-2020;91;17;"#EC9221"
0-9 ans;soins intensifs & réanimations;08-11-2020;91;17;"#EB8626"
0-9 ans;soins intensifs & réanimations;15-11-2020;88;14;"#EB8626"
0-9 ans;soins intensifs & réanimations;22-11-2020;86;11;"#EB8626"
0-9 ans;soins intensifs & réanimations;29-11-2020;38;5;"#EB8626"
0-9 ans;soins intensifs & réanimations;06-12-2020;62;7;"#EB8626"
0-9 ans;soins intensifs & réanimations;13-12-2020;3;2;"#EB8626"
0-9 ans;soins intensifs & réanimations;20-12-2020;70;8;"#EB8626"
0-9 ans;soins intensifs & réanimations;27-12-2020;23;4;"#EB8626"
0-9 ans;soins intensifs & réanimations;03-01-2021;23;4;"#EA7A2A"
0-9 ans;soins intensifs & réanimations;10-01-2021;23;4;"#EA7A2A"
0-9 ans;soins intensifs & réanimations;17-01-2021;38;5;"#EA7A2A"
0-9 ans;soins intensifs & réanimations;24-01-2021;3;2;"#EA7A2A"
0-9 ans;soins intensifs & réanimations;31-01-2021;3;2;"#EA7A2A"
0-9 ans;soins intensifs & réanimations;07-02-2021;23;4;"#EA7A2A"
0-9 ans;soins intensifs & réanimations;14-02-2021;52;6;"#EA7A2A"
0-9 ans;soins intensifs & réanimations;21-02-2021;52;6;"#E96F2E"
0-9 ans;soins intensifs & réanimations;28-02-2021;62;7;"#E96F2E"
0-9 ans;soins intensifs & réanimations;07-03-2021;38;5;"#E96F2E"
0-9 ans;soins intensifs & réanimations;14-03-2021;3;2;"#E96F2E"
0-9 ans;soins intensifs & réanimations;21-03-2021;52;6;"#E96F2E"
0-9 ans;soins intensifs & réanimations;28-03-2021;38;5;"#E96F2E"
0-9 ans;soins intensifs & réanimations;04-04-2021;38;5;"#E96F2E"
0-9 ans;soins intensifs & réanimations;11-04-2021;3;2;"#E86333"
0-9 ans;soins intensifs & réanimations;18-04-2021;62;7;"#E86333"
0-9 ans;soins intensifs & réanimations;25-04-2021;77;9;"#E86333"
0-9 ans;soins intensifs & réanimations;02-05-2021;77;9;"#E86333"
0-9 ans;soins intensifs & réanimations;09-05-2021;77;9;"#E86333"
0-9 ans;soins intensifs & réanimations;16-05-2021;62;7;"#E86333"
0-9 ans;soins intensifs & réanimations;23-05-2021;83;10;"#E86333"
0-9 ans;soins intensifs & réanimations;30-05-2021;38;5;"#E75737"
0-9 ans;soins intensifs & réanimations;06-06-2021;23;4;"#E75737"
0-9 ans;soins intensifs & réanimations;13-06-2021;3;2;"#E75737"
0-9 ans;soins intensifs & réanimations;20-06-2021;38;5;"#E75737"
0-9 ans;soins intensifs & réanimations;27-06-2021;14;3;"#E75737"
0-9 ans;soins intensifs & réanimations;04-07-2021;3;2;"#E75737"
0-9 ans;soins intensifs & réanimations;11-07-2021;14;3;"#ffffff"
0-9 ans;soins intensifs & réanimations;18-07-2021;14;3;"#3498db"
10-19 ans;soins intensifs & réanimations;22-03-2020;13;3;"#f1c40f"
10-19 ans;soins intensifs & réanimations;29-03-2020;46;8;"#f1c40f"
10-19 ans;soins intensifs & réanimations;05-04-2020;93;18;"#f1c40f"
10-19 ans;soins intensifs & réanimations;12-04-2020;99;20;"#f1c40f"
10-19 ans;soins intensifs & réanimations;19-04-2020;93;18;"#f1c40f"
