name;category;date;y;z;color
0-9 ans;hospitalisations;22-03-2020;40;37;"#f1c40f"
0-9 ans;hospitalisations;29-03-2020;77;67;"#f1c40f"
0-9 ans;hospitalisations;05-04-2020;84;84;"#f1c40f"
0-9 ans;hospitalisations;12-04-2020;83;82;"#f1c40f"
0-9 ans;hospitalisations;19-04-2020;87;95;"#f1c40f"
0-9 ans;hospitalisations;26-04-2020;85;87;"#f1c40f"
0-9 ans;hospitalisations;03-05-2020;79;76;"#f1c40f"
0-9 ans;hospitalisations;10-05-2020;76;64;"#f1c40f"
0-9 ans;hospitalisations;17-05-2020;70;52;"#F0B813"
0-9 ans;hospitalisations;24-05-2020;54;45;"#F0B813"
0-9 ans;hospitalisations;31-05-2020;43;38;"#F0B813"
0-9 ans;hospitalisations;07-06-2020;38;36;"#F0B813"
0-9 ans;hospitalisations;14-06-2020;27;31;"#F0B813"
0-9 ans;hospitalisations;21-06-2020;15;27;"#F0B813"
0-9 ans;hospitalisations;28-06-2020;10;26;"#F0B813"
0-9 ans;hospitalisations;05-07-2020;4;18;"#F0B813"
0-9 ans;hospitalisations;12-07-2020;15;27;"#F0B813"
0-9 ans;hospitalisations;19-07-2020;8;24;"#F0B813"
0-9 ans;hospitalisations;26-07-2020;19;28;"#EEA918"
0-9 ans;hospitalisations;02-08-2020;10;26;"#EEA918"
0-9 ans;hospitalisations;09-08-2020;15;27;"#EEA918"
0-9 ans;hospitalisations;16-08-2020;7;23;"#EEA918"
0-9 ans;hospitalisations;23-08-2020;9;25;"#EEA918"
0-9 ans;hospitalisations;30-08-2020;21;29;"#EEA918"
0-9 ans;hospitalisations;06-09-2020;33;34;"#EEA918"
0-9 ans;hospitalisations;13-09-2020;21;29;"#EEA918"
0-9 ans;hospitalisations;20-09-2020;33;34;"#EEA918"
0-9 ans;hospitalisations;27-09-2020;30;33;"#EEA918"
0-9 ans;hospitalisations;04-10-2020;10;26;"#ED9D1D"
0-9 ans;hospitalisations;11-10-2020;10;26;"#ED9D1D"
0-9 ans;hospitalisations;18-10-2020;69;50;"#ED9D1D"
0-9 ans;hospitalisations;25-10-2020;81;78;"#ED9D1D"
0-9 ans;hospitalisations;01-11-2020;89;110;"#ED9D1D"
0-9 ans;hospitalisations;08-11-2020;90;111;"#ED9D1D"
0-9 ans;hospitalisations;15-11-2020;85;87;"#ED9D1D"
0-9 ans;hospitalisations;22-11-2020;75;60;"#ED9D1D"
0-9 ans;hospitalisations;29-11-2020;72;54;"#ED9D1D"
0-9 ans;hospitalisations;06-12-2020;54;45;"#ED9D1D"
0-9 ans;hospitalisations;13-12-2020;27;31;"#ED9D1D"
0-9 ans;hospitalisations;20-12-2020;43;38;"#EC9221"
0-9 ans;hospitalisations;27-12-2020;30;33;"#EC9221"
0-9 ans;hospitalisations;03-01-2021;30;33;"#EC9221"
0-9 ans;hospitalisations;10-01-2021;21;29;"#EC9221"
0-9 ans;hospitalisations;17-01-2021;19;28;"#EC9221"
0-9 ans;hospitalisations;24-01-2021;15;27;"#EC9221"
0-9 ans;hospitalisations;31-01-2021;38;36;"#EC9221"
0-9 ans;hospitalisations;07-02-2021;51;43;"#EC9221"
0-9 ans;hospitalisations;14-02-2021;51;43;"#EC9221"
0-9 ans;hospitalisations;21-02-2021;24;30;"#EC9221"
0-9 ans;hospitalisations;28-02-2021;43;38;"#EB8626"
0-9 ans;hospitalisations;07-03-2021;29;32;"#EB8626"
0-9 ans;hospitalisations;14-03-2021;24;30;"#EB8626"
0-9 ans;hospitalisations;21-03-2021;56;46;"#EB8626"
0-9 ans;hospitalisations;28-03-2021;56;46;"#EB8626"
0-9 ans;hospitalisations;04-04-2021;56;46;"#EB8626"
0-9 ans;hospitalisations;11-04-2021;65;48;"#EB8626"
0-9 ans;hospitalisations;18-04-2021;67;49;"#EB8626"
0-9 ans;hospitalisations;25-04-2021;56;46;"#EB8626"
0-9 ans;hospitalisations;02-05-2021;51;43;"#EB8626"
0-9 ans;hospitalisations;09-05-2021;74;58;"#EA7A2A"
0-9 ans;hospitalisations;16-05-2021;49;42;"#EA7A2A"
0-9 ans;hospitalisations;23-05-2021;65;48;"#EA7A2A"
0-9 ans;hospitalisations;30-05-2021;47;39;"#EA7A2A"
0-9 ans;hospitalisations;06-06-2021;10;26;"#EA7A2A"
0-9 ans;hospitalisations;13-06-2021;24;30;"#EA7A2A"
0-9 ans;hospitalisations;20-06-2021;6;21;"#EA7A2A"
0-9 ans;hospitalisations;27-06-2021;2;14;"#EA7A2A"
0-9 ans;hospitalisations;04-07-2021;3;15;"#EA7A2A"
0-9 ans;hospitalisations;11-07-2021;0;12;"#EA7A2A"
0-9 ans;hospitalisations;18-07-2021;0;12;"#EA7A2A"
0-9 ans;hospitalisations;25-07-2021;5;20;"#E96F2E"
0-9 ans;hospitalisations;01-08-2021;43;38;"#E96F2E"
0-9 ans;hospitalisations;08-08-2021;56;46;"#E96F2E"
0-9 ans;hospitalisations;15-08-2021;63;47;"#E96F2E"
0-9 ans;hospitalisations;22-08-2021;73;56;"#E96F2E"
0-9 ans;hospitalisations;29-08-2021;79;76;"#E96F2E"
0-9 ans;hospitalisations;05-09-2021;71;53;"#E96F2E"
0-9 ans;hospitalisations;12-09-2021;67;49;"#E96F2E"
0-9 ans;hospitalisations;19-09-2021;56;46;"#E96F2E"
0-9 ans;hospitalisations;26-09-2021;56;46;"#E96F2E"
0-9 ans;hospitalisations;03-10-2021;40;37;"#E86333"
0-9 ans;hospitalisations;10-10-2021;37;35;"#E86333"
0-9 ans;hospitalisations;17-10-2021;33;34;"#E86333"
0-9 ans;hospitalisations;24-10-2021;40;37;"#E86333"
0-9 ans;hospitalisations;31-10-2021;33;34;"#E86333"
0-9 ans;hospitalisations;07-11-2021;49;42;"#E86333"
0-9 ans;hospitalisations;14-11-2021;48;40;"#E86333"
0-9 ans;hospitalisations;21-11-2021;63;47;"#E86333"
0-9 ans;hospitalisations;28-11-2021;78;70;"#E86333"
0-9 ans;hospitalisations;05-12-2021;82;81;"#E86333"
0-9 ans;hospitalisations;12-12-2021;88;107;"#E75737"
0-9 ans;hospitalisations;19-12-2021;91;119;"#E75737"
0-9 ans;hospitalisations;26-12-2021;92;136;"#E75737"
0-9 ans;hospitalisations;02-01-2022;93;253;"#E75737"
0-9 ans;hospitalisations;09-01-2022;94;342;"#E75737"
0-9 ans;hospitalisations;16-01-2022;96;465;"#E75737"
0-9 ans;hospitalisations;23-01-2022;99;579;"#E75737"
0-9 ans;hospitalisations;30-01-2022;100;600;"#E75737"
0-9 ans;hospitalisations;06-02-2022;98;550;"#E75737"
0-9 ans;hospitalisations;13-02-2022;97;477;"#ffffff"
0-9 ans;hospitalisations;20-02-2022;95;395;"#3498db"
10-19 ans;hospitalisations;22-03-2020;1;19;"#f1c40f"
10-19 ans;hospitalisations;29-03-2020;31;44;"#f1c40f"
10-19 ans;hospitalisations;05-04-2020;68;75;"#f1c40f"
10-19 ans;hospitalisations;12-04-2020;84;87;"#f1c40f"
10-19 ans;hospitalisations;19-04-2020;80;85;"#f1c40f"
10-19 ans;hospitalisations;26-04-2020;70;76;"#f1c40f"
10-19 ans;hospitalisations;03-05-2020;75;79;"#f1c40f"
10-19 ans;hospitalisations;10-05-2020;57;68;"#f1c40f"
10-19 ans;hospitalisations;17-05-2020;42;55;"#F0B813"
10-19 ans;hospitalisations;24-05-2020;34;46;"#F0B813"
10-19 ans;hospitalisations;31-05-2020;24;39;"#F0B813"
10-19 ans;hospitalisations;07-06-2020;30;43;"#F0B813"
10-19 ans;hospitalisations;14-06-2020;18;34;"#F0B813"
10-19 ans;hospitalisations;21-06-2020;14;32;"#F0B813"
10-19 ans;hospitalisations;28-06-2020;11;30;"#F0B813"
10-19 ans;hospitalisations;05-07-2020;6;26;"#F0B813"
10-19 ans;hospitalisations;12-07-2020;2;21;"#F0B813"
10-19 ans;hospitalisations;19-07-2020;4;23;"#F0B813"
10-19 ans;hospitalisations;26-07-2020;6;26;"#EEA918"
10-19 ans;hospitalisations;02-08-2020;8;27;"#EEA918"
10-19 ans;hospitalisations;09-08-2020;8;27;"#EEA918"
10-19 ans;hospitalisations;16-08-2020;4;23;"#EEA918"
10-19 ans;hospitalisations;23-08-2020;3;22;"#EEA918"
10-19 ans;hospitalisations;30-08-2020;13;31;"#EEA918"
10-19 ans;hospitalisations;06-09-2020;11;30;"#EEA918"
10-19 ans;hospitalisations;13-09-2020;10;28;"#EEA918"
10-19 ans;hospitalisations;20-09-2020;15;33;"#EEA918"
10-19 ans;hospitalisations;27-09-2020;0;18;"#EEA918"
10-19 ans;hospitalisations;04-10-2020;15;33;"#ED9D1D"
10-19 ans;hospitalisations;11-10-2020;22;38;"#ED9D1D"
10-19 ans;hospitalisations;18-10-2020;27;42;"#ED9D1D"
10-19 ans;hospitalisations;25-10-2020;55;67;"#ED9D1D"
10-19 ans;hospitalisations;01-11-2020;45;60;"#ED9D1D"
10-19 ans;hospitalisations;08-11-2020;60;71;"#ED9D1D"
10-19 ans;hospitalisations;15-11-2020;79;83;"#ED9D1D"
10-19 ans;hospitalisations;22-11-2020;82;86;"#ED9D1D"
10-19 ans;hospitalisations;29-11-2020;85;88;"#ED9D1D"
10-19 ans;hospitalisations;06-12-2020;89;94;"#ED9D1D"
10-19 ans;hospitalisations;13-12-2020;80;85;"#ED9D1D"
10-19 ans;hospitalisations;20-12-2020;48;62;"#EC9221"
10-19 ans;hospitalisations;27-12-2020;52;65;"#EC9221"
10-19 ans;hospitalisations;03-01-2021;46;61;"#EC9221"
10-19 ans;hospitalisations;10-01-2021;43;59;"#EC9221"
10-19 ans;hospitalisations;17-01-2021;50;64;"#EC9221"
10-19 ans;hospitalisations;24-01-2021;64;74;"#EC9221"
10-19 ans;hospitalisations;31-01-2021;64;74;"#EC9221"
10-19 ans;hospitalisations;07-02-2021;61;72;"#EC9221"
10-19 ans;hospitalisations;14-02-2021;52;65;"#EC9221"
10-19 ans;hospitalisations;21-02-2021;52;65;"#EC9221"
10-19 ans;hospitalisations;28-02-2021;61;72;"#EB8626"
10-19 ans;hospitalisations;07-03-2021;68;75;"#EB8626"
10-19 ans;hospitalisations;14-03-2021;64;74;"#EB8626"
10-19 ans;hospitalisations;21-03-2021;70;76;"#EB8626"
10-19 ans;hospitalisations;28-03-2021;73;78;"#EB8626"
10-19 ans;hospitalisations;04-04-2021;85;88;"#EB8626"
10-19 ans;hospitalisations;11-04-2021;92;102;"#EB8626"
10-19 ans;hospitalisations;18-04-2021;88;93;"#EB8626"
10-19 ans;hospitalisations;25-04-2021;87;90;"#EB8626"
10-19 ans;hospitalisations;02-05-2021;90;99;"#EB8626"
10-19 ans;hospitalisations;09-05-2021;91;100;"#EA7A2A"
10-19 ans;hospitalisations;16-05-2021;77;81;"#EA7A2A"
10-19 ans;hospitalisations;23-05-2021;73;78;"#EA7A2A"
10-19 ans;hospitalisations;30-05-2021;50;64;"#EA7A2A"
10-19 ans;hospitalisations;06-06-2021;55;67;"#EA7A2A"
10-19 ans;hospitalisations;13-06-2021;49;63;"#EA7A2A"
10-19 ans;hospitalisations;20-06-2021;38;51;"#EA7A2A"
10-19 ans;hospitalisations;27-06-2021;31;44;"#EA7A2A"
10-19 ans;hospitalisations;04-07-2021;25;41;"#EA7A2A"
10-19 ans;hospitalisations;11-07-2021;20;36;"#EA7A2A"
10-19 ans;hospitalisations;18-07-2021;21;37;"#EA7A2A"
10-19 ans;hospitalisations;25-07-2021;36;47;"#E96F2E"
10-19 ans;hospitalisations;01-08-2021;41;54;"#E96F2E"
10-19 ans;hospitalisations;08-08-2021;58;69;"#E96F2E"
10-19 ans;hospitalisations;15-08-2021;76;80;"#E96F2E"
10-19 ans;hospitalisations;22-08-2021;59;70;"#E96F2E"
10-19 ans;hospitalisations;29-08-2021;82;86;"#E96F2E"
10-19 ans;hospitalisations;05-09-2021;64;74;"#E96F2E"
10-19 ans;hospitalisations;12-09-2021;70;76;"#E96F2E"
10-19 ans;hospitalisations;19-09-2021;46;61;"#E96F2E"
10-19 ans;hospitalisations;26-09-2021;43;59;"#E96F2E"
10-19 ans;hospitalisations;03-10-2021;40;53;"#E86333"
10-19 ans;hospitalisations;10-10-2021;34;46;"#E86333"
10-19 ans;hospitalisations;17-10-2021;25;41;"#E86333"
10-19 ans;hospitalisations;24-10-2021;27;42;"#E86333"
10-19 ans;hospitalisations;31-10-2021;19;35;"#E86333"
10-19 ans;hospitalisations;07-11-2021;15;33;"#E86333"
10-19 ans;hospitalisations;14-11-2021;22;38;"#E86333"
10-19 ans;hospitalisations;21-11-2021;27;42;"#E86333"
10-19 ans;hospitalisations;28-11-2021;33;45;"#E86333"
10-19 ans;hospitalisations;05-12-2021;37;50;"#E86333"
10-19 ans;hospitalisations;12-12-2021;39;52;"#E75737"
10-19 ans;hospitalisations;19-12-2021;61;72;"#E75737"
10-19 ans;hospitalisations;26-12-2021;78;82;"#E75737"
10-19 ans;hospitalisations;02-01-2022;93;131;"#E75737"
10-19 ans;hospitalisations;09-01-2022;94;232;"#E75737"
10-19 ans;hospitalisations;16-01-2022;96;343;"#E75737"
10-19 ans;hospitalisations;23-01-2022;98;420;"#E75737"
10-19 ans;hospitalisations;30-01-2022;100;506;"#E75737"
10-19 ans;hospitalisations;06-02-2022;99;470;"#E75737"
10-19 ans;hospitalisations;13-02-2022;97;387;"#ffffff"
10-19 ans;hospitalisations;20-02-2022;95;313;"#3498db"
20-29 ans;hospitalisations;22-03-2020;13;104;"#f1c40f"
20-29 ans;hospitalisations;29-03-2020;69;260;"#f1c40f"
20-29 ans;hospitalisations;05-04-2020;89;353;"#f1c40f"
20-29 ans;hospitalisations;12-04-2020;88;351;"#f1c40f"
20-29 ans;hospitalisations;19-04-2020;82;302;"#f1c40f"
20-29 ans;hospitalisations;26-04-2020;73;267;"#f1c40f"
20-29 ans;hospitalisations;03-05-2020;64;240;"#f1c40f"
20-29 ans;hospitalisations;10-05-2020;50;202;"#f1c40f"
20-29 ans;hospitalisations;17-05-2020;41;174;"#F0B813"
20-29 ans;hospitalisations;24-05-2020;36;159;"#F0B813"
20-29 ans;hospitalisations;31-05-2020;31;137;"#F0B813"
20-29 ans;hospitalisations;07-06-2020;28;123;"#F0B813"
20-29 ans;hospitalisations;14-06-2020;23;114;"#F0B813"
20-29 ans;hospitalisations;21-06-2020;22;113;"#F0B813"
20-29 ans;hospitalisations;28-06-2020;13;104;"#F0B813"
20-29 ans;hospitalisations;05-07-2020;12;103;"#F0B813"
20-29 ans;hospitalisations;12-07-2020;7;96;"#F0B813"
20-29 ans;hospitalisations;19-07-2020;5;92;"#F0B813"
20-29 ans;hospitalisations;26-07-2020;0;84;"#EEA918"
20-29 ans;hospitalisations;02-08-2020;1;86;"#EEA918"
20-29 ans;hospitalisations;09-08-2020;1;86;"#EEA918"
20-29 ans;hospitalisations;16-08-2020;4;88;"#EEA918"
20-29 ans;hospitalisations;23-08-2020;8;97;"#EEA918"
20-29 ans;hospitalisations;30-08-2020;1;86;"#EEA918"
20-29 ans;hospitalisations;06-09-2020;9;98;"#EEA918"
20-29 ans;hospitalisations;13-09-2020;6;94;"#EEA918"
20-29 ans;hospitalisations;20-09-2020;23;114;"#EEA918"
20-29 ans;hospitalisations;27-09-2020;11;100;"#EEA918"
20-29 ans;hospitalisations;04-10-2020;17;110;"#ED9D1D"
20-29 ans;hospitalisations;11-10-2020;9;98;"#ED9D1D"
20-29 ans;hospitalisations;18-10-2020;29;124;"#ED9D1D"
20-29 ans;hospitalisations;25-10-2020;43;181;"#ED9D1D"
20-29 ans;hospitalisations;01-11-2020;63;239;"#ED9D1D"
20-29 ans;hospitalisations;08-11-2020;81;292;"#ED9D1D"
20-29 ans;hospitalisations;15-11-2020;78;282;"#ED9D1D"
20-29 ans;hospitalisations;22-11-2020;67;255;"#ED9D1D"
20-29 ans;hospitalisations;29-11-2020;56;226;"#ED9D1D"
20-29 ans;hospitalisations;06-12-2020;46;191;"#ED9D1D"
20-29 ans;hospitalisations;13-12-2020;38;165;"#ED9D1D"
20-29 ans;hospitalisations;20-12-2020;40;171;"#EC9221"
20-29 ans;hospitalisations;27-12-2020;49;195;"#EC9221"
20-29 ans;hospitalisations;03-01-2021;46;191;"#EC9221"
20-29 ans;hospitalisations;10-01-2021;48;192;"#EC9221"
20-29 ans;hospitalisations;17-01-2021;52;209;"#EC9221"
20-29 ans;hospitalisations;24-01-2021;51;207;"#EC9221"
20-29 ans;hospitalisations;31-01-2021;54;212;"#EC9221"
20-29 ans;hospitalisations;07-02-2021;57;229;"#EC9221"
20-29 ans;hospitalisations;14-02-2021;57;229;"#EC9221"
20-29 ans;hospitalisations;21-02-2021;66;250;"#EC9221"
20-29 ans;hospitalisations;28-02-2021;60;234;"#EB8626"
20-29 ans;hospitalisations;07-03-2021;60;234;"#EB8626"
20-29 ans;hospitalisations;14-03-2021;68;257;"#EB8626"
20-29 ans;hospitalisations;21-03-2021;78;282;"#EB8626"
20-29 ans;hospitalisations;28-03-2021;84;313;"#EB8626"
20-29 ans;hospitalisations;04-04-2021;86;318;"#EB8626"
20-29 ans;hospitalisations;11-04-2021;91;369;"#EB8626"
20-29 ans;hospitalisations;18-04-2021;90;359;"#EB8626"
20-29 ans;hospitalisations;25-04-2021;91;369;"#EB8626"
20-29 ans;hospitalisations;02-05-2021;87;341;"#EB8626"
20-29 ans;hospitalisations;09-05-2021;84;313;"#EA7A2A"
20-29 ans;hospitalisations;16-05-2021;74;269;"#EA7A2A"
20-29 ans;hospitalisations;23-05-2021;65;245;"#EA7A2A"
20-29 ans;hospitalisations;30-05-2021;55;215;"#EA7A2A"
20-29 ans;hospitalisations;06-06-2021;45;190;"#EA7A2A"
20-29 ans;hospitalisations;13-06-2021;39;169;"#EA7A2A"
20-29 ans;hospitalisations;20-06-2021;30;136;"#EA7A2A"
20-29 ans;hospitalisations;27-06-2021;19;112;"#EA7A2A"
20-29 ans;hospitalisations;04-07-2021;19;112;"#EA7A2A"
20-29 ans;hospitalisations;11-07-2021;13;104;"#EA7A2A"
20-29 ans;hospitalisations;18-07-2021;26;121;"#EA7A2A"
20-29 ans;hospitalisations;25-07-2021;37;160;"#E96F2E"
20-29 ans;hospitalisations;01-08-2021;59;233;"#E96F2E"
20-29 ans;hospitalisations;08-08-2021;70;262;"#E96F2E"
20-29 ans;hospitalisations;15-08-2021;76;279;"#E96F2E"
20-29 ans;hospitalisations;22-08-2021;76;279;"#E96F2E"
20-29 ans;hospitalisations;29-08-2021;83;306;"#E96F2E"
20-29 ans;hospitalisations;05-09-2021;80;284;"#E96F2E"
20-29 ans;hospitalisations;12-09-2021;72;266;"#E96F2E"
