name;category;date;y;z;color
0-9 ans;soins intensifs & réanimations;22-03-2020;12;3;"#f1c40f"
0-9 ans;soins intensifs & réanimations;29-03-2020;32;8;"#f1c40f"
0-9 ans;soins intensifs & réanimations;05-04-2020;100;25;"#f1c40f"
0-9 ans;soins intensifs & réanimations;12-04-2020;72;18;"#F0B813"
0-9 ans;soins intensifs & réanimations;19-04-2020;96;24;"#F0B813"
0-9 ans;soins intensifs & réanimations;26-04-2020;80;20;"#F0B813"
0-9 ans;soins intensifs & réanimations;03-05-2020;88;22;"#F0B813"
0-9 ans;soins intensifs & réanimations;10-05-2020;48;12;"#F0B813"
0-9 ans;soins intensifs & réanimations;17-05-2020;32;8;"#F0B813"
0-9 ans;soins intensifs & réanimations;24-05-2020;36;9;"#EEA918"
0-9 ans;soins intensifs & réanimations;31-05-2020;28;7;"#EEA918"
0-9 ans;soins intensifs & réanimations;07-06-2020;32;8;"#EEA918"
0-9 ans;soins intensifs & réanimations;14-06-2020;20;5;"#EEA918"
0-9 ans;soins intensifs & réanimations;21-06-2020;4;1;"#EEA918"
0-9 ans;soins intensifs & réanimations;28-06-2020;4;1;"#EEA918"
0-9 ans;soins intensifs & réanimations;05-07-2020;8;2;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;12-07-2020;16;4;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;19-07-2020;16;4;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;26-07-2020;12;3;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;02-08-2020;12;3;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;09-08-2020;24;6;"#ED9D1D"
0-9 ans;soins intensifs & réanimations;16-08-2020;20;5;"#EC9221"
0-9 ans;soins intensifs & réanimations;23-08-2020;16;4;"#EC9221"
0-9 ans;soins intensifs & réanimations;30-08-2020;24;6;"#EC9221"
0-9 ans;soins intensifs & réanimations;06-09-2020;24;6;"#EC9221"
0-9 ans;soins intensifs & réanimations;13-09-2020;16;4;"#EC9221"
0-9 ans;soins intensifs & réanimations;20-09-2020;24;6;"#EB8626"
0-9 ans;soins intensifs & réanimations;27-09-2020;32;8;"#EB8626"
0-9 ans;soins intensifs & réanimations;04-10-2020;20;5;"#EB8626"
0-9 ans;soins intensifs & réanimations;11-10-2020;16;4;"#EB8626"
0-9 ans;soins intensifs & réanimations;18-10-2020;40;10;"#EB8626"
0-9 ans;soins intensifs & réanimations;25-10-2020;60;15;"#EB8626"
0-9 ans;soins intensifs & réanimations;01-11-2020;68;17;"#EA7A2A"
0-9 ans;soins intensifs & réanimations;08-11-2020;68;17;"#EA7A2A"
